class_index,review_title,review_text
1,defect dvd,well the movi s terrif from what i rememb of have seen it on tv but you wouldn t be abl to tell it from thi dvd the manufactur is of such poor qualiti that my player kept skip over damag section i couldn t watch five minut of it i don t have thi problem with other dvd when i went to amazon s websit for help all it recommend that i do about a defect product wa consult owner s manual serious for a dvd i have bought dvd s from amazon in the past without ani troubl but hereaft thi will caus me to hesit to buy dvd here if at all possibl i will go to a brick and mortar store where i can take it back if necessari as amazon s motto seem to be caveat emptor
1,who is thi guy tri to kid,thi book is full of hocu pocu wish think more stuff on visual and power of belief without enough evid to back it up i even tri the visual exercis exactli as the author instruct you are instruct to throw small object into a contain and watch as your mind magic direct your bodi to throw them in and miss less as you believ more didn t work at all pleas how much money did thi guy make off thi book
1,a steam pile of recycl clich,a child could write a better book by clip random word from the newspap and past them into a journal beyond unhelp read the back cover of real book on the interview process would be more product in case i m be too vagu for anyon out there don t wast your money
1,sampl withdrawn buy not,the insan of the music industri is reveal here onc there were sampl now there is now way of tell whether to like buy thi or not am not
1,platinum great movi ridicul dvd,i purchas the platinum edit thi wa one of the worst dvd i have ever seen made it had numer problem in everi one of my 6 differ dvd player and comput throughout the hous when it did work in everi one it would altern about onc a second between great pictur qualiti and a pixel grid like pattern it made me serious get a headach the veri mechan of the dvd seem flaw i am not go to pin thi on the seller and get my money back from them but i will be contact disney and see if i can get a refund through them i am go to purchas the limit edit to see if it is better i love thi movi
1,wast of time and money,thi book wa such a wast one of the french fold read to act as a visual catalyst in the creation and product of excit and innov packag design there is noth innov or excit about thi book and as far as i am concern the includ cd is mearli cheat no self respect design would stock thi book on their shelf a real invest book which contain all of the pattern in thi book as well as hundr more would be the packag design s book of pattern by roth wybenga how do i return the book if i hastili trash the carton en rout from the post offic or am i strand with thi piec of garbag forev
1,doe not turn sound up onli turn sound down,i have discov as have other that most modern tv do not have a simpl output jack for headphon instead they have a limit volum output set of jack the sound come out of them is set pretti low and you cannot increas it use your remot s volum control i guess the manufactur figur you are go to hook it up to an amp and a theatr sound system which is not what i want to do so i heard about thi product and it seem like just the thing i need to boost volum wrong it ha no power sourc so if you set the dial on the unit at maximum volum it come to your headphon at exactli the same weak strength as eman from the tv output jack all it can do in realiti is turn the sound down skip it
1,tonal in,did not see ani differ so i will not order it again i did not see the result i wa look for
1,if you are a third grader you may like thi,but i actual am an adult and anybodi who say thi is pack with inform or anyth els like that is either stupid or just suck up to the author thi is noth but a collect of word search crossword and jumbl and wa about the biggest wast of my time and that i can recal thi type of junk doesn t test your elvi knowledg it test your abil to find dont be cruel spell backward and surround by a bunch of other letter how is that suppos to show how much i know about the king too bad that zero star wasn t an option
1,the worst from the 3,hi i have all the 3 famou book of kevyn aucoin make face face forward and thi and thi one is the worst whi is thi the most expens i don t understand
1,disappoint,i tri to work with thi pedal for sever month but found it veri frustrat it slip all over the place whi doe casio not put more effort into a pedal that come with such a nice keyboard privia px 100 i later purchas the m gear elong silver pedal which is wonder
1,duplic,the same author ha actual publish exactli the same book same content under pelanduk public m sdn bhd in malaysia under the titl chines hand analysi and call himself shifu terenc duke titl self bestow i agre with the orther review who wa less than complimentari
1,disappoint,second wind is a disappoint book it could not hold my interest at all the charact lack the normal charm i look for in franci book i found both the hero and the plot uninterest thi wa a major letdown from one of my favorit author
1,shift blame solv noth,blame religion for the action of a few ignor radic is like blame a car for run over someon the vehicl is not the problem it s the person use it shift the blame like thi probabl make mr harri feel better about hi own lack of faith and hi misunderstand of religion human natur fear the unknown and the irrat one rather than tri for some level of understand knowledg would do away with it in the long run elimin religion to avoid act of terror violenc would solv noth the crazi peopl would still be crazi and evil peopl who thrive on make other miser would still find a way to do it belief in god not just religion can make thi world a better place if onli more peopl tri it
1,rusti kettl,i bought thi tea kettl think kitchenaid would be a reliabl brand grant i bought thi kettl back in septemb but recent i found rust spot on the insid of the kettl we ve stop use it and i wonder how long it been there do not buy thi kettl what good is a kettl if you end up with rust in your water
1,no screw in the packag and mani scratch,thi ha to be the worst product i bought from amazon in year i could not assembl as there were no screw in the packag also there were scratch in the lower portion return thi item if the seller doesn t provid screw
1,mislead addvertis,i order the drill think it would come with 8 drill point as wa indic in the advertis when it arriv it onli had 3 it wa obviou that the drill had been remov from the packag and 5 drill point were remov the drill wa replac in the packag and the written descript of the content had been mark out with a perman marker i wa abl to remov the marker with solvent to see what had been mark out i return the drill with the abov explan and order anoth one anoth one wa sent again miss 5 of the 8 drill point i return th more recent one for a full refund
1,want to love it,want to love the nyt on my kindl the econom and greeness made me realli want to love it just couldnt do it i need the dirti finger and the crossword
1,not worth it,my son just got thi game and wa look forward to play it he told me that he had to creat an account befor he could play the game in other word don t buy thi game
1,anoth junk coffe maker to add to your grow list,i have never bought a factori re condit anyth i took a chanc on thi two month later it leak like crazi dure the brew cycl of cours in order to get warranti servic it will cost you anoth 10 plu the s h yeah right my list of junk coffe maker ha anoth addit cusinart i fulli expect thi brand to be well made and now my opinion is quit differ i wish i would have known that conair is the parent compani as i find their product to be inferior thank i have a great standbi the french press never had a problem with it take the money they are ask for thi and spend it on a good brand
1,can they sink ani lower,thi album sound like random jam by a bunch of amateur the drum is terribl is thi the same group that use to make cool rap album
1,barbi bloombox,thi is an aw cd player we got the first one for our four year old and put it on top of the bookcas in her room no one touch it but mom and dad the cd player quit work after three day the second one last four month but now the cd player will not power up i expect much better and of cours becaus it s been four month we can t return it save yourself the headach
1,dont get fool,i bought thi piec base on great consum report howev it ture out to be a great piec of junk volum is too low u cant hear the person call you and it take forev to get it fit on ur ear i stop use it after 3 day
1,nice gener guid but littl els,i purchas thi book onlin while do a massiv repair job on a seri of engin manual that were fill with write error and confus inform thi book is more like a handi dandi thesauru but for real technic write it is virtual uselesss the microsoft word help index ha better exampl i found it to be confus and actual a bit disorgan with ton of info that most peopl past english 101 should know especi technic writer or those who describ themselv as be so i don t recommend it
1,dread,fool by random is dread it s badli written and it main messag state the obviou the whole book could be sum up as follow the univers is rule by chanc we all have chanc but most of us a don t recognis them b are too afraid to act c mistak luck for skill intellig
1,thi garbag truck is rude,thi ha to be one of the worst board book ever the garbag truck is so rude here is a line from the book did i wake you too bad thi type of behavior and attitud is not someth i want to teach my son
1,caveat emptor,i bought thi camera a while back tri to convinc myself i like it for a week final return it the pictur qualiti wa fine when there weren t littl pixel ghost run through it also everi time i did a basic slow sideway pan i got a warbl underwat kind of effect i tri auto and manual focu turn on and off the di but the defect were clearli inher i don t know what to make of those review who laud thi camera perhap they had better luck of the draw but i d say save your coffe money for two week and buy someth a bit sturdier
1,worthless for an experienc domino develop,i found thi book complet worthless all of the descript are pure fluff with no advanc knowledg of how domino function each time i look for someth it either is not cover or ha some gener descript there are no complex code exampl and no explan of element function and limit thi book is an aw wast of money
1,skip thi one,it s quit obviou that dr cutler either lack an understand of the dalai lama s teach or is simpli use hi word to convey dr cutler s own view and concept it wa frustrat to constantli run into misinterpret and inappopri conjectur i found myself repeatedli re read passag while shake my head and mutter no no no to myself thi is a thinli veil self help book attempt to use the dalai lama s name and word to lend credenc to simplist formula bookshelf wisdom skip thi one
1,caution never receiv a singl issu,just a caution i order thi 3 month ago and haven t seen a singl issu yet magazin debit my account right away but fail to show the same dilig in send the product stay away unless you can afford to lose your money
1,write a forgotten art,thi is a complili of some of the worst write i have even seen which seem to be lead nowher if there is a theme which ha yet to emerg three quarter into the book it is buri in sentenc such as in one part of northern europ howev littl wa onli briefli larg onli if that sentenc mean someth to you would i recommend buy it
1,safeti hazard choke,my 2 year old receiv thi for christma within the first 5 minut he scrape hi littl teeth over the front ambul metal bump it came right off and wa in hi mouth becaus i wa right next to him i got it out i email directli to melissa and doug but i never heard anyth back from them
1,smithsonian should know better,the name guaymi is not a nativ american word but a name impos by invad on the ng be peopl it is un scientif for the smithsonian to be so aloof from it own racist slur that earn black list attent with instituto uraba our new web site shall let you know
1,the new junk,anyon who ha anyth good to say about the tom jerri tale seri all volum is great ha not watch the origin tom and jerri anmiat thi new anim is horribl it ha an odd jerki motion as compar to the smooth natur anmiat of the old cartoon and to add insult to injuri the screenplay and script is terribl there is noth to laugh about or funni about it see the tom and jerri spotlight collect instead that is what the real tom and jerri is
1,shave great break often,when i first tri the shaver i wa beyond pleas what a great shave it wa veri quiet after a month the motor start bog down even with ongo care clean and proper charg of the batteri the shaver eventu refus to run custom servic wa obsess with charg did you charg it for more than four hour then plug it in again and charg it for onli four hour that made sens to them i sent it back and norelco sent me a new one the new one last as long it is now begin to slow and bog down i just order a panason i cannot get up one morn to find thi shaver refus to shave i should not have to have a spare to fill in between servic call
1,dont get me wrong i love thi movi,i love thi movi i bought it on vh and when i found out the dvd had commentari i bought that as well howev the commentari by griffin dunn et al is so rambl and bore i turn it off about 30 minut into it he rambl on through most of the movi about how great everyon wa to work with like i care and comment more about addict to love than the movi he is suppos to be talk about the game you play are inconveni to set up you have to flip the disk over and the other extra materi consist larg of a wheezi list of other movi the star were in otherwis the dvd is beauti and the movi is great but don t buy it for the extra featur
1,terribl,it work fine for mayb two week till it die on me i would not recommend thi product under ani circumst mayb i wa just an unlucki person but i rather not press my luck
1,chocolean,way too expens for littl in return the same size piec of dark chocol with the same calori content would be just as fill
1,horrid horrid horrid,i will never ever touch thi horrid movi again in thi movi under all the goodi goodi they have witchcraft i am 14 but thi movi is not near worth give my email address for my name is carolin and i hate thi movi
1,fund your retir by sell book about retir,repetit deriv impract there s noth new in thi book and quit a bit that the author wrote in hi book about live without a real job there are plenti of book about how to plan financi for retir but thi book ignor that issu so glaringli that all it other suggest fall by the waysid
1,hub usb port do not mirror comput usb port,i purchas the kensington hub expect all of the usb port on the hub would mirror the comput usb port found that neither my iphon nor my hp simpl save work when attach to the hub servic tech depart at kensington suggest i read the spec a bit more close noth on the amazon site indic i should have expect ani limit to the capac of the hub port
1,wast of money,asin b000bkzi5g hot spa foot bath massag with vibrat heat 61335 thi product wa not what i expect ist s a joke the way the water get hot is from your tap the vibrat is onli slight for what thi product cost it wa not worth half that much
1,piec good but book is weak for 2011t,thi book wa a reason first review of robot drive i particularli benefit from the review of pid proport integr deriv control which oddli enough i see veri littl discuss on in some of the forum and book i have seen it ha some realli basic review of certain concept which might be help to some howev the chip set propos are older the websit that no longer exist are numer leav somewher around 2 3 of the book realli weak tongu in cheek write style for most of book i m go to keep look for more complet up to date book just not worth the price given it age should be under 10 to interest folk actual the more i think about it suggest you spend your money on someth more up to date
1,the blue note,put thi book asid after read about half of it charact had no depth action had no explan dialogu wa silli and incomplet i can t believ the same author also wrote under the chestnut tree which i realli enjoy
1,too violent and graphic for a pg 13 movi,i let my 15 year old son watch thi movi think that sinc it is a pg 13 movi my 15 year old should have no problem watch thi well i wa wrong occasionali i would check on the movi to see how it wa but i had no idea how graphicali violent it wa my 15 year old will never watch it again i thought it wa a littl strong on the realiti side i suggest anyon with children age 13 should view it befor they do i wish i had with my son it realli suppris me
1,poor qualiti,the poster are veri flimsi thinner than regular school line notebook paper not a good buy
1,batteri failur,my 2 dog have use the invis inground fenc for year without a problem old collar when my friend 3 dog move in i bought 3 rsc ul 275bm collar the first collar s batteri fail immedi and i return the collar the batteri in the other 2 collar fail within 3 month outsid the amazon return period the collar indic batteri failur via a blink light i contact petsaf who advis to reset the unit by remov the batteri and drain the capacitor did not work old collar work well i have not locat ani info on batteri failur on these unit but 3 failur is not accept
1,play all featur doesn t work,noth is more annoy than a gimmick in a dvd set that decreas function in the name of give it produc a laugh or two to spend money on a set that featur 15 minut cartoon to find that it ha a useless play all function is realli a return flaw anyon who like thi show is usual inclin to sit back and chill with friend and watch the episod one on top of the other here when you hit play all the screen break into 15 or so pictur in pictur box in which all the episod begin play simultan to a cacophoni of sound render it of cours useless so one ha to go bakc to the menu everi ten minut to cue up anoth episod thi disrespect treatment of their pay custom should stop prospect cartoon network custom from give their money to an organ that would rather amus itself than provid good servic
1,one of the worst cd ever,i consid myself a casual fan i love whatev and ever amen and look forward to thi what a dissapoint not one reason to let it take up valuabl space on my rack i think they put thi crap togeth to test the loyalti of the fan if we bought it they d stay togeth if not they d split up they re capabl of excel but don t judg them by thi
1,do not purchas thi to play,i bought thi soccer ball to play but thi ball is sooooooo hard to play i will not recommend thi ball to play may be for exhibit purpos thi ball injur my feet
1,visual unclear bad copi,i have purchas sever book in the past from amazon com but to date thi is the first book that i have order that i have been severli disappoint with although amazon is not the problem it s with the publish of thi text they have attempt to reproduc or copi materi relat to john wilbur from hi past journal but in so do someth went terribl wrong and the entir book from start to finish is total illeg the onli thing that is legibl is the titl on the front cover of the book i am realli disappoint in the poor qualiti of print by attempt on the part of the publish it doe no one ani good to review it if they can t even read it bob lancast pa
1,one good song,what a shame one good song and the rest is b the video for the song are just silli two peopl get older but their music die no talent no voic all gone stay where you are in bed
1,no cord pictur decept,thi power strip doe not have a cord be warn if you buy thi you ll need to buy a separ power cord and buy a receptacl and then break out a metal piec and spend time tri to put it togeth 2 separ peopl at our compani order these big mistak
1,need help with oper,hi i just bought thi product recent and i am veri new to hair dryer can ani tell me how to use thi hair dryer as whenev i plug in the power cord and wait for the coil to heat up it not get heat up and i am unabl to use it is someth wrong with my hair dryer pleas explain me how to use thi hair dryer in detail your effort will be veri much appreci thank you
1,lack of clariti should have includ solut set w disk,i echo mani of the neg comment given by other with respect to inform the reader whi he or she want to do certain action as a first time databas user i find thi text veri frustrat i also found frustrat that the disk enclos with the text doesn t have the solut for variou chapter although the book encourag you to just jump in to the section where you are interest your disk doesn t contain that chapter s start point in my view you realli ought to go through the whole book and do each step otherwis you don t have the proper start point for the new chapter the author ought to have includ the solut set that also help other who might have zig when they should have zag
1,horribl book juvenil and obviou,i m go to be brief becaus thi is all thi book deserv if you are truli interes in the virtual then pleas don t get your hope up thi is theori light mostli cover the obviou ramif of technolog on architectur for a worthwhil read on thi subject go to paul virilio manuel delanda or incorpor zone6
1,one step away from the window,so that you can easili throw thi garbag out there somewher list the number three worst book inz koontz catalogu 1 fals memori 2 the take hmm bad koontz book are recent on rampag
1,i hate thi item,thi item onli work for like two day then onli one of the usb plug work then it just stop work
1,dri dri dri,thi is strictli a rehash of pennebak s and other s research noth new here if you ve done much read at all on the topic not for the individu look to use write in their own life and not much here for the clinician look for way to incorpor write into your practic
1,my bad,i purchas the cd becaus i thought i might get some laugh out of it i wa pretti wrong it just made me violent sick and truli disappoint that thi guy got a record contract
1,ludicr not becaus i am not openmind,appar miko the man with whom the author is telepath commun with is more concern about sell book than speak the truth one top of that miko sound like someon who did a lot of research on conspiraci theori and mix in hi own stori to sell book for exampl miko believ in the corrupt of pharmaceut compani i agre miko also think 911 wa a cri for help from the love peopl of the earth becaus 911 is number we call polic may i remind you miko is a spiritu evolv life form who monitor everyth that happen on earth with an amino acid comput yet he still think 911 wa perpetu by terrorist i think miko watch too much cnn if you want to wast a coupl of buck buy thi book so be it
1,oh honestli,i m not even sure how to categor thi book it purport to be fiction but clearli take itself a good deal more serious than that i suppos the genr it most close fit into would be sci fi take it as sci fi then let me say the stori bore me the character are weak and the write mediocr at best for those who don t think the stori is sci fi but some sort of end of day propheci well who know just about anyth could be true i suppos includ a nasti god i can onli say pleas don t doom me to an etern spent with the charact in thi book i d much rather just go quietli into that good night i give the book one star onli becaus it took some effort to type i guess leav zero star for those who don t do the assign at all
1,do not buy here way too expens,49 99 for a bottl of clean fluid is crazi thi origin retail at 3 99 at roomba 1 year ago i spray pine sol with water out of a sprayer onto the floor and let the roomba suck it upmuch cheaper
1,doesnt fit our toilet and not good for boy,i had bought thi caus i thought it cute well it cute but it doesn t function well my 2 1 2 year old son slide all over the place it not secur at all when he pee he pee over and the pee goe even in between the seat so i have to flush everyth and clean the toilet the cup holder is a joke it realli hold noth so i cannot recommend thi for boy at all i am about to get anoth potti seat someth that will hold hi pee and will fit safe in my toilet
1,make my dog sick,veri expens tratment that made my dog shih tzu veri sick to their stomach tri the plain yoghurt work great and it wa cheap and natur
1,tread care with thi book,thi book is so full of error in critic area of the programm requir that it will get a non season programm in troubl there is a lot of wrong and mislead inform that one should be veri care about i took the exam use thi book as my one sourc and narrowli fail i would not recommend anyon use thi book as their primari sourc
1,thi thing is a wast,we thoguht thi would work and if it had it would ve been fantast but it is highli uaccur get an under arm thermomet the doc told us that wa the best anyway
1,howdi doodi,thi doll wa advertis as in good condit when in fact it wa in poor condit my lesson just becaus it s cheaper doesn t mean it s worth it
1,stay away from thi,the most unreli product i have ever purchas differ from how they market the product doe not do the job
1,danger junk,i recent purchas the vogelzaang model bx26e i have to comment that have onli use thi stove twice i can safe safe thi is the biggest piec of junk i have ever purchas the engin must have been think thi wa for display onli and not for burn anyth some of the upper seam leak smoke the fire door doe not sit tightli against the frame and you can see flame on the other side the damper collar almost sit outsid of it recess place and therefor leak smoke the most made in chinathi stove will kill someon
1,not comfort,my wife and i have both use thi pillow and found it veri uncomfort to sleep on our long distanc flight we were not satisfi with it would have prefer a softer materi for the pillow
1,product is not accur and doe not work for rang over 15 feet,i didn t listen to the warn of other review and made the mistak of spend 60 for thi product combo garag door and sensor basic it doe not work veri accur unless you are within 15 feet if there are two wall then you are probabl look at less bewar
1,keslowitz you lucki dog you,how thi author ever manag to get a publish deal is far beyond me thi book is absolut pack with misinform poor analysi grammat mistak and ignor surfaci statement if you are go to write a book on such a profound and enigmat televis show pleas be one of the viewer who actual get it i think ani of the previou or current writer of the simpson would either laugh laugh til they cri or just cri if they were forc to sit down and read thi book if there is one thing i learn from thi book it is that the simpson is funni while thi author is not perhap the first few page can be entertain when you stop and think somebodi out there in thi world wa stupid enough to wast their time come to simpl mind conclus about a show with ground break depth prais god if you do laugh and manag to allow that momentum to carri you through the rest of the book a complet catastroph avoid at all cost
1,disappoint loyal ejd fan,i ve been keep up with ejd book and between lover is such a disappoint though i knew the subject matter i expect ejd to be simpli detail an altern lifestyl sinc everyon ha a place in societi instead the book is about a selfish woman out to fulfil her sexual want not need the sex is explicit the charact are shallow and stori line typic when there s shallow charact thi stori would have been more appropri in a short antholog book not big novel
1,below averag,thi novel should not be list as a self help book for those deal with cancer it bare touch on the author s experi with the ill yet spend too much time explor her littl black book but if you read between the line you might get a glimps of what a termin ill can do to the human psych use an onlin alia to trick her husband and track down marri ex lover were silent desper attempt to find worth one can onli assum thi desper stem from have such a horribl diseas howev if you want to learn about the mani effect and treatment of cancer there are much more insight book on the market
1,notori w h a c k,a hip hop sin wa commit when they let kim name thi album one word to describ her music is trash lil kim ha and alway will be a whack rapper she is noth more that rap about diamond versacci and drug deal no origin noth noteworthi just anoth bore cd brought to you by puff daddi which real hip hop fan will hate but littl wannab will enjoy
1,what happen to robin hobb,i have read everyth she wrote twice and could not wait to start a new book and a new seri what happen to the person who creat facin charact and interest plot with an imagin the size of the univers ha she been kidnap by alien the plot of thi is non exist the charact are so bore and the hero well i think insipid pretti much say it all at the point in the book when i thought for a brief momnet the hero had been kill i wa reliev and hope that it meant someth more interest and aliv might come along ala it turn out to be untru i hope the alien let the real robin go so she can write book like she use to
1,might be ok if it wasn t call ann of green gabl,thi is the kind of adapt that i realli can t stand kevin sullivan simpli borrow belov develop charact and then wrote hi own stori about them i can onli assum he knew call her ann shirley would help thi slant outlandish stori sell none of the charact in thi movi share anyth with montgomeri s charact except for their name montgomeri left a legaci for ann not to mention a mountain of other work so to creat an ann like thi is not onli a complet departur from the charact her creator want her to be it is a departur from ani polit or cultur view montgomeri had sullivan might be a good stori teller but in order to find out he need to creat hi own charact and not steal one creat by someon els
1,88 minut i will never get back,probabl the worst movi i have ever been forc to watch i cannot think of anyth posit to say about thi film
1,a real let down,lemay doesn t bother tell her reader html 4 is a bunch of hocu pocu no browser support it thi includ internet explor 4 0 and netscap 4 0 i took the book back
1,limp write,i hate to be hard on ani work but thi one wa realli disappoint the write read like someth out of a bad comic book sorri but i just can t recommend thi one
1,the great war an imperi histori,i have been wait for a book on thi subject for mani year unfortun thi is a sad commentari on so call scholarship the author state in the prefac seek to broaden knowledg new perspect on the war most form experi of the twentieth centuri as the us govern embark upon an imperi ventur earli in the 21st centuri howev it is not knowledg he seek to broaden but hi own racial prejudic i found the underli theme to be how the poor black soldier were subject to prejudic thi isn t a histori but anoth poor littl me i m black and the evil white man ha abus me there are mani view of the war hi is dismiss of the effort of all who were caught up in the conflict the prefac clearli state hi prejucic he is anti american anti white and is a pathet effort to illumin a major trauma of the last centuri how sad
1,unreli printer,i bought thi printer becaus consum report rate it veri high and it work for two year then suddenli i got the blink thing and there is no way at least in the manual or in their websit you can fix it what a total wast i notic that someon here had the same problem to be fair though the print qualiti is pretti good
1,veri small,i onli use my wheelchair when i have to carri item from one locat to anoth i bought thi product hope i wouldn t have to carri my drink in my pocket anymor but thi product is so small it won t carri a standard travel mug and it is veri difficult to get it to hold a pop can i am veri disappoint in thi item and the price is absolut ridicul i would expect a better qualiti of product for the amount they are ask for thi i would not recommend thi product to anyon
1,terribl,the box say it s window vista upgrad and the websit say it s compat thi is fals when i tri to instal from the cd it just state that it didn t detect ani devic on my pc when i tri the custom mode and when i did it use the standard way the program just froze up everi time i tri to use it it is complet incompat with window media center which is whi i upgrad to vista in the first place the updat file on the websit won t detect the card either and the driver aren t even list on the driver page i did get the driver to instal onc when i told window to search for them on the cd but the softwar still say it doesn t detect ani hardwar even the few peopl i ve read about that got it to work said it had poor qualiti do yourself a favor and avoid thi one despit the low price
1,disappoint,i wa disappoint with the qualiti of the product i did not receiv an invoic with the camera i m still tri to figur out how to return it i ve sent an email to the vendor express my dissatisfact but i have not receiv a repli
1,sentiment pap,if you need 160 page of drivel of the inspir fabl type thi book is definit for you if you understand and agre with the word follow your heart without 160 page worth of word wrap around them you might enjoy thi book it s a quick fluffi read if you don t agre that follow your heart is the way to go then unless you have a sociolog interest in find out whi on earth thi book ha sold in the million and what peopl read to feel better about life then do all you can to avoid thi sentiment incoher cotton candi pabulum it worri me to know how mani peopl have bought and read and love and felt inspir by thi book we obvious live in a world of evas and denial and a world where we are hungri for permiss to do as we like instead of as we ought to
1,jigga,hova hola where have u been late i miss jay z hiz first cd wu real gehtoo rason doubt wuz hi best hard nock life wuz also ghetoo but life a timez wit big pimpin stunk i like da next 1 kinda cept it had memphi bleek da horribl mc i hate him enoff said bout him blueprint 1 roke blueprint 2 stunk blueprint 2 1 wa da worst cd eva now da blak album is not da worst cd eva but it hovaz holla worst i though di would be hi closin career g unitz cd i think might be better here ill rate jay z cd 1 r s 2 hiz fist 3 h n l 4 blueprint 5 life and timez 6 da black album 7 blueprint 2 gift n kurs 8 blueprint 2 1 hova holla dont make no more memphi bleek stuff that mc is wack aiight ill still listen 2 hova old cdz cept for hi bad one bye bye
1,not enough info to warrant a bio,sinc nick drake didn t talk much there just isn t enough info to sustain an enag text wors the author spend littl time tri to glean mean from the onli real record we have of drake s innermost thought hi lyric and music instead you have a scatter and ultim insightless bio on a figur that will continu to remain a mysteri
1,laughabl,ha ha thi album is hilari doesn t sound anyth like boston s earli glori day it s a mixtur of realli bad songwrit and sing some of it sound like it s band that s a male version of abba with them told to realli embarass themselv then there s the song turn it off which is angrier and heavier but still sum up how the listen should approach thi album lame foolish syrupi lite rock in the poorest way sorri folk thi is bottom of the barrel stuff
1,cheesi,trite contriv and written in a style popular on messag board all over the internet thi is even wors than that dave barri doe japan fiasco i wa glad i had access to a copi prior to purchas i d rather not have ani more money go toward thi drivel i ve live in japan for a number of year myself the author doe a fair job of exploit a number of stereotyp both in practic and in write think about it if you re into that sort of thing then mayb thi is for you
1,disgust,shame on you lorri morgan you butcher a classic when you took upon o holi night you were off key off tempo and back off the high note at the end i took thi cd and liter threw it away i did save the jewel boxhowev
1,horribl cheap po,worst product i ve ever purchas on here pain to setup didn t work at all return it
1,there is truth in the titl,if you re will to pay 452 for a paperback you will inde be happi for no good reason besid i thought thi book wa the blockbust to end all blockbust so how come there aren t 10 000 copi avail for a dime and a nickel let me guess happi for no good reason make peopl so unbeliev happi that they just don t want to part with their copi therebi push up the price for more on thi pleas consult adam smith s sad for a good reason the peril of earli dawn capit with a foreword by milton friedman and bori yeltsin person i need reason to be happi besid everyon know that alan watt is the man so who need swami shankarananananada anyway p
1,decept,photo is inaccur the seller refus to refund my money they sent a thigh high boot over the knee not the below the knee type indic in the photo when i contact them about it their explan wa everyon s leg are differ length they do not accept return for sanitari reason shoe store accept return i didn t even tri on both boot unless the woman is the photo is a giraff they are inaccur advertis thi product
1,review of monster surg protector,the product i receiv is defect when a plug is insert into the outlet it is so tight it push the contact down into the unit so they do not work can it be exchang thxdave strobl
1,aw,these glove are veri thin but more importantli they becom sticki i mean the latex stick to itself if use for cook or clean the glove just deterior into a sticki mess i m go to see if i can return these terribl thing hope so
1,too gimmicki,you can t hide a crappi song behind a seemingli sophist arrang all the cool indi band are tri to orchestr i hate to say it take much much more start with a good song and some emot i hope beulah will go back to realli craft their song and write and less hide behind meaningless and steril sound instrument
1,yawn veri veri untal and funni,whoever gave thi dude five star have 1 bad tast in music2 doesn t know real hip hopdon t support thi guy along with hi stl friend the funni part about thi guy is hi voic if you want a good laugh listen to hi voic it doesn t sound like a normal rapper more like a mini nelli on helium i m all for rapper sound differ but he take that art form and make a complet a out of himself and he look like a damn monkey on crack veri veri ugli uggggh so if you want someon with actual talent and doesn t use nurseri rhyme get canibu
1,what a disappoint,i should have listen to the peopl who watch thi video and didn t like it it wa poorli done with a dri almost non exist plot watch it onc and it went to the dumpster
1,don t jump on the bandwagon,thi is an album of total unorigin show me an lfo in 5 year and i ll show you a band that hasn t releas a second album i hate thi music so much save the billboard chart for peopl who can actual sing write song and play their own instrument
1,all wrong,you realli do get what you pay for these pillow are veri poorli made the stripe don t even line up from front to back i hate the materi don t love em
1,not compat with window 7 64 bit,i have own thi card for sever year it s a complet pain in the ass with veri good rang i recent upgrad to window 7 64 bit and after a lot of look and final live chat with linksi thi devic is absolut not compat with windows7 64 bit it will caus random lock up and blue screen if you can get it to work at all linksi ha thi inform hidden away on their websit despit their driver download say it compat with window 7 64bit it absolut is not tri it and you will find your pc randomli lock up all the time
1,the biggest wast of time ever,i enjoy juno and i enjoy nick and norah s infinit playlist so i thought i d watch superbad becaus of michael cera especi sinc it wa a big deal for some reason i mean mclovin shirt and everyth well i couldn t even wait until the end of the movi to write a review for thi horribl movi it s just end thank god for most of the movi i ve been just watch to see if it get better it doesn t i did not laugh onc which is fine etern sunshin wa label as a comedi and i didn t laugh but it s still a great movi not the case here mayb if i were twelv i would have thought thi wa hilari but if i were twelv it wouldn t be appropri for me to even see thi i can t wrap my brain around these five star review easili one of the worst movi i have ever seen in my life right up there with out cold
1,a million,one must ask if the system is so good whi ha the author not use it to make 1 000 000 then some more just bewar that dollar cost averag can be veri danger if one is go to write the talk whi not walk the talk mayb the author make more money write and follow other ventur mayb some idea are valid and worth think about but much simpler and more effect system are about just for the ask and a littl hard work if it wa all free lunch who would be left to prepar the lunch trade is like life what you put in you get out a million just like that i d like to see that
1,not so great first dvd player,i bought thi dvd player for my parent we set it up in about 5 minut through their vcr and it work great my folk had no troubl use the remot or navig through the menu the pictur and sound were fine and we play sever movi with no problem it s not a fanci model but it doe the basic job of show movi which is what i bought it for i would recommend it as a first dvd player updat one year later thi dvd player had broken and they replac it with a more expens brand name i would not recommend thi dvd player anymor
1,start at five star went downhil from there,five star becaus write ani write is difficult and one should alway give the writer the benefit of the doubt and not be judgement at the start four star a incred amount of bitter that detract from what i thought would be an object analysi of american news media three star the incess use of ital it s like be at a cocktail parti and have a drunk guy talk to you you listen somewhat bemus but after awhil it becom incred irrit and you just want to smack the guy two star instant realiz that i could ve bought some music instead of pay twenti odd dollar for thi tirad that say noth new one star my guilt at be suck into the word of the titl like read a good nation enquir headlin at the groceri store checkout line then feel like you ve been rob becaus you actual bought the damn thing
